,volcanic_rock_voucher_10500_d3,djembes_d3,croissants_d3,jams_d3,volcanic_rock_voucher_10000_d3,kelp_d3,volcanic_rock_voucher_9750_d3,picnic_basket1_d3,picnic_basket2_d3,volcanic_rock_voucher_9500_d3,rainforest_resin_d3,volcanic_rock_voucher_10250_d3,squid_ink_d3,volcanic_rock_d3
2568000,73.5,13445.766666666666,4295.5,6604.0,464.5,2035.5081967213114,711.5,59081.5,30418.625,961.5,10000.014492753624,234.5,1912.5081967213114,10460.801980198019
2568100,72.5,13445.867647058823,4295.5,6604.0,461.5,2035.5,708.5,59079.183333333334,30418.7,958.5,9999.782608695652,231.5,1912.5,10457.86945812808
2568200,73.5,13445.234375,4295.859296482412,6604.5,464.5,2035.5,711.5,59081.5,30419.67391304348,961.5,9999.788732394367,234.5,1912.5,10461.0
2568300,74.5,13445.82075471698,4296.169064748202,6604.5,465.5,2035.5,712.5,59086.5,30420.6875,962.5,10000.0,235.5,1912.5,10462.0
2568400,74.5,13447.0,4296.5,6605.0,466.5,2035.5111111111112,713.0,59092.493506493505,30419.233766233767,962.5,10000.0,235.5,1913.0222222222221,10461.843195266272
2568500,74.5,13447.219298245614,4296.257281553398,6605.0,466.5,2035.5,713.5,59092.5,30418.5,962.5,9999.657534246575,235.5,1914.5,10462.5
2568600,74.5,13447.5,4296.5,6605.0,465.5,2035.4905660377358,712.5,59094.5,30418.0,962.5,10000.0,235.5,1913.4150943396226,10462.15306122449
2568700,74.5,13447.84328358209,4296.226415094339,6605.5,465.5,2036.0,713.5,59092.5,30418.5,963.0,10000.0,235.5,1912.5,10462.5
2568800,74.5,13447.5,4296.5,6606.0,467.5,2035.7826086956522,714.5,59101.5,30421.75,963.5,10000.0,236.5,1911.4492753623188,10463.5
2568900,74.5,13448.0,4297.0,6606.0,468.0,2035.962962962963,714.5,59100.5,30425.369047619046,963.5,10000.0,236.5,1913.537037037037,10463.486880466473
2569000,72.5,13447.5,4297.5,6606.0,462.5,2036.0,708.5,59103.5,30425.25,958.5,9999.7,232.5,1913.5625,10458.5
2569100,72.5,13446.230158730159,4297.5,6606.0,462.0,2035.9787234042553,709.5,59097.5,30424.634146341465,958.5,10000.018181818183,232.5,1912.468085106383,10458.5
2569200,71.76470588235294,13446.0,4297.0,6606.0,458.7647058823529,2035.9791666666667,705.7647058823529,59096.5,30425.342105263157,955.7647058823529,10000.121212121212,229.76470588235293,1913.5,10455.5
2569300,72.83333333333333,13446.2109375,4296.5,6606.0,461.8333333333333,2036.0204081632653,709.8333333333334,59092.5,30425.345238095237,959.5555555555555,10000.0,232.83333333333334,1913.5102040816328,10458.5
2569400,71.5,13446.827272727272,4296.5,6606.0,457.5,2036.0,705.5,59093.5,30426.5,955.0,9999.852459016394,229.5,1912.5,10454.5
2569500,71.5,13445.0,4296.5,6606.0,459.5,2035.851851851852,706.5,59095.5,30422.3375,956.0,10000.0,230.5,1913.2592592592594,10455.875675675676
2569600,70.5,13446.0,4296.5,6606.0,457.5,2036.0392156862745,704.5,59094.5,30420.5,954.0,10000.0,228.5,1914.5294117647059,10453.5
2569700,70.5,13446.5,4296.226277372263,6606.0,456.5,2035.9565217391305,703.5,59098.17307692308,30419.75,953.0,10000.0,227.5,1914.4347826086957,10452.5
2569800,70.5,13446.5,4296.223300970873,6606.5,455.5,2036.0444444444445,703.5,59094.5,30421.7,953.5,9999.983050847457,227.5,1914.5333333333333,10453.0
2569900,70.5,13446.828358208955,4296.0,6606.5,456.5,2036.0,703.5,59088.5,30426.69230769231,953.5,10000.310344827587,227.5,1915.5,10452.86170212766
2570000,70.5,13448.0,4296.5,6606.0,457.5,2036.0,704.5,59088.5,30429.5,953.5,10000.0,227.5,1915.4651162790697,10453.5
2570100,70.5,13447.15873015873,4296.818518518518,6605.5,456.5,2035.5,704.0,59080.5,30427.743902439026,953.5,10000.0,227.5,1915.0,10453.152941176471
2570200,72.5,13447.0,4296.7677165354335,6605.0,462.0,2035.3392857142858,708.5,59082.5,30428.0,958.0,10000.0,231.5,1914.3392857142858,10457.5
2570300,74.5,13446.872549019608,4297.0,6605.0,465.5,2035.3333333333333,712.5,59087.91071428572,30426.675324675325,962.5,10000.0,235.5,1915.3333333333333,10462.152298850575
2570400,75.5,13445.5,4296.830827067669,6605.0,466.5,2035.9761904761904,714.5,59088.5,30428.0,964.5,10000.0,236.5,1915.5,10464.0
2570500,75.5,13445.5,4296.823770491803,6605.5,467.5,2035.5,714.5,59086.5,30431.5,964.5,9999.727272727272,237.0,1915.0,10464.172093023255
2570600,74.5,13445.158333333333,4297.0,6605.0,464.5,2035.9705882352941,712.5,59090.5,30431.5,961.5,10000.0,234.5,1915.5588235294117,10461.5
2570700,73.5,13441.842857142858,4296.5,6606.0,463.5,2036.0,711.5,59092.5,30434.731707317074,960.5,10000.0,234.0,1915.5,10460.5
2570800,72.5,13440.5,4297.0,6606.0,462.5,2035.3064516129032,709.5,59095.229508196724,30434.32183908046,959.0666666666667,10000.0,232.5,1916.3064516129032,10458.874331550802
2570900,71.5,13441.795454545454,4297.0,6606.5,458.5,2035.9318181818182,705.5,59091.5,30433.670731707316,954.5,10000.0,229.0,1915.9545454545455,10454.5
2571000,70.85714285714286,13441.18,4296.80303030303,6606.5,458.85714285714283,2035.9655172413793,704.8571428571429,59087.5,30429.75,954.8571428571429,10000.0,228.85714285714286,1916.5689655172414,10453.850490196079
2571100,70.5,13441.0,4296.772321428572,6606.5,455.5,2035.9807692307693,703.5,59081.5,30428.76388888889,953.0,10000.0,227.5,1916.5192307692307,10452.84761904762
2571200,70.74074074074075,13441.816666666668,4296.0,6606.5,457.74074074074076,2035.9375,704.7407407407408,59083.5,30424.72619047619,953.7407407407408,10000.107142857143,228.74074074074073,1915.4375,10453.5
2571300,71.5,13442.0,4296.5,6606.5,457.5,2035.5,704.5,59086.217391304344,30427.282608695652,954.5,10000.0,228.5,1917.02,10454.14393939394
2571400,69.5,13441.801587301587,4296.5,6606.489528795812,453.5,2035.9622641509434,700.5,59083.5,30429.7,949.95,10000.0,224.5,1916.5094339622642,10449.5
2571500,68.5,13445.166666666666,4296.252100840336,6606.5,453.5,2036.0,700.0,59087.5,30431.257142857143,949.5,9999.55,224.5,1917.5283018867924,10449.0
2571600,69.5,13444.5,4296.5,6607.0,453.5,2035.90625,700.5,59088.217391304344,30433.717391304348,950.0,10000.0,225.5,1917.90625,10449.5
2571700,69.5,13445.0,4296.5,6607.5,455.5,2035.9827586206898,701.5,59090.47368421053,30435.46052631579,951.5,10000.0,226.5,1916.9827586206898,10451.0
2571800,68.5,13446.5,4296.758196721312,6608.0,452.5,2036.0,698.5,59090.5,30434.634146341465,948.5,10000.0,223.5,1916.5,10447.827683615818
2571900,67.5,13445.844827586207,4297.0,6608.0,450.5,2035.5135135135135,697.5,59089.5,30432.683333333334,947.5,10000.0,222.5,1916.9054054054054,10446.5
2572000,67.5,13446.0,4296.814960629921,6607.0,450.5,2035.5,697.5,59090.5,30430.75,946.5,10000.0,222.5,1915.5,10446.5
2572100,66.5,13445.826666666666,4296.78125,6607.5,447.5,2035.5,695.975,59096.5,30431.5,945.5,10000.323529411764,221.5,1915.9827586206898,10445.0
2572200,66.5,13445.0,4296.787735849057,6608.0,448.5,2035.5,695.5,59097.5,30436.5,944.5,10000.0,220.5,1916.5,10444.50773993808
2572300,66.5,13444.793103448275,4296.759541984733,6608.0,447.5,2035.5671641791046,694.5,59094.16216216216,30441.337837837837,944.5,10000.0,220.5,1915.5671641791046,10443.845238095239
2572400,66.5,13445.241666666667,4296.8302752293575,6608.0,447.5,2035.38,694.5,59091.5,30439.5,944.0,9999.878787878788,220.0,1916.38,10443.5
2572500,66.5,13446.5,4296.771739130435,6608.0,447.5,2035.5081967213114,693.5,59097.17857142857,30437.5,943.5,10000.0,219.5,1917.5081967213114,10442.807065217392
2572600,64.5,13447.0,4297.186274509804,6609.0,443.0,2035.5,689.5,59100.5,30441.5,939.0,9999.980392156862,215.5,1916.5,10438.5
2572700,65.5,13447.86607142857,4297.80859375,6609.03125,443.5,2035.5238095238096,691.5,59098.5,30442.73214285714,940.5,10000.0,217.5,1917.0,10440.51592356688
2572800,63.5,13448.0,4297.5,6608.5,440.5,2035.5,687.5,59091.5,30439.352272727272,937.5,10000.238095238095,214.5,1918.5,10437.0
2572900,63.5,13449.5,4297.248031496063,6608.983114446529,440.5,2035.5,686.5,59091.52222222222,30436.644444444446,936.5,10000.0,213.5,1918.5,10436.11475409836
2573000,63.5,13450.193548387097,4297.0,6609.0,441.5,2035.5,687.5,59088.8,30434.5,936.5,10000.0,214.5,1918.5,10436.5
2573100,63.5,13451.791666666666,4296.5,6609.0,441.5,2035.546875,687.5,59081.8023255814,30432.302325581397,936.5,10000.151515151516,213.5,1919.015625,10436.5
2573200,62.578947368421055,13451.14423076923,4296.245454545455,6609.0,438.1578947368421,2035.5,684.578947368421,59081.5,30430.5,934.578947368421,10000.0,211.57894736842104,1918.5,10433.81690140845
2573300,63.5,13451.0,4296.5,6609.0,441.5,2035.5084745762713,687.5,59080.642857142855,30436.842857142856,937.5,9999.5,214.5,1918.5084745762713,10436.811904761904
2573400,65.5,13450.0,4296.5,6609.0,445.0,2035.5098039215686,692.0,59070.5,30433.71875,941.5,10000.0,217.5,1918.5098039215686,10441.154605263158
2573500,65.5,13450.0,4296.0,6609.0,445.5,2035.5,692.5,59068.5,30432.277777777777,942.5,10000.0,218.5,1918.032258064516,10442.0
2573600,65.5,13449.824675324675,4297.0,6609.0,444.5,2035.5438596491229,691.5,59073.5,30432.7,940.5,10000.0,217.5,1919.5438596491229,10440.5
2573700,63.26190476190476,13449.876923076923,4297.743362831859,6609.0,440.26190476190476,2035.5,686.2619047619048,59079.7962962963,30437.703703703704,936.0,10000.0,213.26190476190476,1919.0,10435.49268292683
2573800,63.5,13448.5,4298.0,6609.0,440.5,2035.0232558139535,686.5,59079.22972972973,30439.5,936.0,10000.0,213.5,1919.5116279069769,10435.5
2573900,63.5,13447.5,4297.801801801802,6609.50462962963,439.5,2035.5,686.5,59079.5,30441.67948717949,935.5,10000.018867924528,213.5,1918.0,10435.5
2574000,62.5,13449.0,4297.138888888889,6609.0,436.5,2035.5492957746478,682.5,59075.5,30439.5,931.5,10000.0,210.5,1918.0281690140846,10431.5
2574100,59.5,13450.152542372882,4297.0,6609.0,428.5,2035.5,676.5,59072.81034482759,30438.0,925.5,9999.763157894737,204.5,1918.5,10424.79679144385
2574200,57.5,13450.0,4297.5,6609.5,426.5,2035.531914893617,672.5,59075.5,30442.266666666666,922.0333333333333,10000.0,202.5,1917.9787234042553,10421.833333333334
2574300,60.5,13450.824675324675,4297.794117647059,6609.5,431.5,2035.5,677.5,59074.5,30441.5,927.5,9999.6,206.5,1917.5,10427.171875
2574400,58.5,13449.5,4297.5,6609.5,428.5,2035.5084745762713,675.5,59069.5,30441.5,924.5,10000.0,204.5,1917.5084745762713,10424.135135135135
2574500,59.5,13450.5,4297.247619047619,6609.5,429.5,2035.509090909091,677.0,59068.5,30437.257575757576,926.5,10000.0,205.5,1918.509090909091,10425.818181818182
2574600,58.5,13450.207692307693,4297.5,6609.5,428.0,2035.0238095238096,673.5,59063.833333333336,30438.666666666668,923.5,10000.0,203.5,1919.0238095238096,10423.5
2574700,58.5,13450.0,4297.195652173913,6609.0,427.5,2035.016129032258,674.0,59063.51724137931,30439.5,923.5,10000.0,203.5,1918.5,10423.124277456647
2574800,59.5,13450.225806451614,4297.146428571428,6609.0,428.5,2035.037037037037,675.5,59064.5,30440.68888888889,924.5,10000.0,204.5,1919.0,10424.5
2574900,59.5,13449.186567164179,4297.5,6609.0,429.5,2035.0238095238096,675.5,59066.4,30441.325,925.0,10000.0,204.5,1918.5,10424.5
2575000,58.5,13449.85294117647,4297.774509803921,6609.0,428.5,2035.0,675.0454545454545,59064.5,30443.66129032258,924.5,9999.782608695652,204.5,1917.0185185185185,10424.5
2575100,58.5,13449.5,4298.170138888889,6609.0,426.5,2034.915254237288,674.5,59065.5,30447.666666666668,923.5,9999.684210526315,203.5,1916.8983050847457,10423.130208333334
2575200,57.75,13448.794520547945,4299.0,6609.5,426.75,2035.0,672.75,59066.5,30450.619047619046,922.375,10000.0,202.75,1917.5,10421.5
2575300,57.5,13448.0,4299.0,6610.018382352941,424.5,2034.9777777777779,670.5,59063.515625,30451.734375,920.5,10000.0,200.5,1917.5348837209303,10419.486338797815
2575400,57.3421052631579,13447.5,4299.0,6610.0,425.3421052631579,2035.375,671.3421052631579,59061.5,30449.675675675677,920.3421052631579,10000.0,201.3421052631579,1916.4583333333333,10420.5
2575500,58.5,13448.0,4299.0,6610.0,426.5,2035.5,673.5,59062.5,30447.68085106383,922.5,10000.0,202.5,1916.5,10422.5
2575600,58.5,13448.158333333333,4299.169491525424,6609.5,426.0,2035.5,672.5,59064.5,30451.256756756757,922.0,10000.0,202.5,1915.5,10421.5
2575700,58.5,13446.83606557377,4299.0,6609.980487804878,426.5,2035.5,673.0,59063.5,30449.5,922.5,9999.915492957747,202.5,1915.5,10421.82584269663
2575800,57.80952380952381,13447.0,4299.1912751677855,6610.0,424.8095238095238,2035.5172413793102,671.8095238095239,59061.0,30451.31914893617,921.6190476190476,10000.0,201.8095238095238,1915.5172413793102,10420.5
2575900,57.5,13447.168918918918,4298.5,6609.5,425.5,2035.5,672.0,59062.5,30450.284090909092,921.5,10000.0,201.5,1915.5,10421.160326086956
2576000,58.5,13447.853846153846,4299.0,6609.5,428.5,2035.3333333333333,674.5,59066.5,30450.6875,924.0,10000.017543859649,203.5,1915.888888888889,10423.5
2576100,58.5,13447.194029850747,4299.198113207547,6609.0,428.5,2035.5,674.5,59069.21111111111,30452.5,924.0,10000.0,203.5,1916.0,10423.5
2576200,60.5,13446.771929824561,4299.25,6609.0,431.5,2035.46875,678.5,59068.5,30455.0,928.5,9999.86301369863,207.5,1915.46875,10427.831838565022
2576300,58.38636363636363,13445.5,4299.0,6609.0,427.3863636363636,2035.530612244898,674.3863636363636,59067.5,30454.67391304348,923.7727272727273,10000.0,203.38636363636363,1916.0408163265306,10423.5
2576400,58.5,13445.5,4298.848,6609.0,429.5,2035.5,675.0,59061.813725490196,30451.5,924.047619047619,10000.0,203.5,1916.032258064516,10423.5
2576500,59.5,13445.136363636364,4299.0,6608.0,430.5,2035.5,677.5,59061.5,30451.290322580644,926.5,10000.0,206.5,1917.0,10426.5
2576600,59.5,13445.0,4299.5,6608.0,431.0,2035.5,677.5,59060.43939393939,30452.651515151516,926.5,10000.0,206.5,1917.0,10426.5
2576700,60.5,13445.0,4300.0,6606.981735159818,431.5,2035.2941176470588,677.5,59061.5,30453.75,927.5,9999.847457627118,206.5,1916.2941176470588,10427.151785714286
2576800,59.5,13445.5,4300.0,6606.0,430.0,2035.9607843137255,677.5,59062.5,30452.6511627907,927.0,10000.0,206.5,1915.9607843137255,10426.5
2576900,59.5,13445.5,4299.515873015873,6605.5,432.5,2036.0,677.5,59062.5,30450.720930232557,927.5,9999.851851851852,206.5,1916.0576923076924,10426.845971563982
2577000,59.77777777777778,13445.161290322581,4299.796460176991,6605.0,428.77777777777777,2036.0,675.7777777777778,59065.5,30454.70588235294,925.0,10000.0,204.77777777777777,1916.0,10424.792613636364
2577100,58.5,13445.179104477613,4299.5,6605.5,427.5,2036.0,672.5,59065.5,30455.29268292683,922.5,10000.014925373134,202.5,1915.5,10421.82191780822
2577200,58.5,13446.0,4299.0,6605.0,427.5,2036.0,673.5,59056.0,30453.676470588234,922.5,10000.223880597016,202.5,1915.5,10422.182464454976
2577300,59.28260869565217,13447.5,4299.0,6605.0,428.2826086956522,2036.0,675.2826086956521,59052.5,30455.6375,924.2826086956521,10000.0,204.2826086956522,1915.5,10424.5
2577400,59.5,13448.0,4299.7793103448275,6605.0,429.5,2036.0357142857142,676.5,59052.5,30462.30681818182,925.5,10000.0,205.5,1915.5892857142858,10425.5
2577500,60.5,13448.0,4298.799086757991,6605.0,434.5,2036.0,679.5,59042.5,30455.275862068964,929.5,10000.0,208.5,1918.0212765957447,10429.5
2577600,59.5,13448.5,4299.0,6604.022222222222,430.5,2036.0196078431372,677.5,59036.18571428571,30457.314285714285,927.0,10000.0,206.5,1917.9607843137255,10426.5
2577700,60.5,13448.5,4298.78102189781,6604.0,432.5,2036.0,678.5,59037.5,30456.70408163265,927.5,10000.0,207.5,1918.5,10427.507288629738
2577800,60.0,13449.0,4299.0,6604.0,429.5,2036.0,677.5,59041.107142857145,30453.428571428572,927.5,10000.0,206.5,1918.0,10426.863905325445
2577900,60.5,13448.0,4298.5,6603.5,432.5,2036.0,678.5,59038.5,30453.308823529413,928.5,10000.0,207.5,1918.0,10427.847593582888
2578000,62.5,13448.152777777777,4298.5,6604.0,437.5,2036.0222222222221,684.5,59038.5,30453.72619047619,933.5,10000.0,211.5,1918.4888888888888,10433.203389830509
2578100,61.5,13448.209090909091,4297.80078125,6605.0,435.5,2036.0,682.5,59036.5,30454.66176470588,931.5,10000.019607843138,209.5,1919.5,10431.21546961326
2578200,62.5,13448.0,4298.222772277228,6605.0,438.5,2035.983870967742,684.5,59038.5,30455.5,934.5,9999.666666666666,212.5,1919.9516129032259,10434.142857142857
2578300,61.5,13448.48275862069,4298.5,6605.0,437.5,2036.5333333333333,682.5,59042.651685393255,30458.337078651686,932.5,10000.0,210.5,1919.5333333333333,10431.79479768786
2578400,61.5,13448.0,4299.0,6604.991150442478,437.5,2036.5,682.5,59046.5,30458.5,931.5,10000.0,210.5,1919.5,10431.5
2578500,62.5,13448.0,4298.5,6604.0,438.5,2036.5238095238096,685.5,59042.5,30457.25581395349,934.5,10000.0,212.5,1918.5238095238096,10434.5
2578600,62.5,13447.8125,4298.747863247863,6604.0,436.5,2036.4545454545455,684.0,59044.5,30455.689655172413,933.5,10000.0,211.5,1918.909090909091,10433.0
2578700,62.95,13448.5,4299.0,6604.0,436.95,2036.5645161290322,683.95,59048.5,30458.76388888889,932.95,10000.0,210.95,1919.0,10432.5
2578800,60.5,13449.166666666666,4299.193965517241,6605.0,431.5,2036.3181818181818,677.5,59050.73684210526,30461.236842105263,927.5,9999.984615384616,206.5,1919.8484848484848,10426.80459770115
2578900,59.5,13449.2,4299.5,6604.5,428.5,2036.5,675.5,59047.5,30462.0,925.5,10000.0,205.5,1917.9565217391305,10425.18373493976
2579000,61.5,13449.0,4299.5,6604.5,434.5,2036.3970588235295,680.5,59045.5,30461.625,930.0,10000.0,208.5,1917.3970588235295,10429.891534391534
2579100,61.9,13446.5,4299.768382352941,6603.5,434.9,2036.5,681.0,59038.5,30459.27142857143,930.9,10000.0,209.9,1917.04,10430.17924528302
2579200,61.5,13446.216666666667,4299.7972972972975,6603.5,434.5,2036.3,682.5,59035.5,30460.35,932.0,10000.0,210.5,1916.3,10431.5
2579300,62.0,13447.133333333333,4300.0,6604.0,436.5,2036.5263157894738,683.0,59033.068181818184,30460.266666666666,932.5,10000.0,210.5,1917.5263157894738,10432.0
2579400,62.5,13448.0,4299.5,6604.0,437.5,2036.5,683.5,59038.5,30458.703703703704,933.0,10000.0,211.5,1916.5,10432.513661202185
2579500,60.5,13448.0,4299.209090909091,6604.0,433.5,2036.5,679.5,59038.5,30459.5,928.5,10000.0,207.5,1916.5,10428.190217391304
2579600,60.5,13447.840277777777,4299.231617647059,6605.0,431.5,2036.4634146341464,678.0,59039.5,30455.651515151516,927.5,10000.0,206.5,1916.9756097560976,10427.167464114833
2579700,60.5,13448.0,4299.196319018405,6605.0,433.5,2036.5,679.5,59038.5,30456.694444444445,928.5,10000.0,207.5,1916.5,10428.5
2579800,61.78260869565217,13448.1328125,4298.5,6604.990783410139,433.7826086956522,2036.5102040816328,680.7826086956521,59031.5,30456.5,930.5652173913044,10000.017543859649,208.7826086956522,1916.5102040816328,10429.5
2579900,61.5,13448.154929577464,4298.5,6605.0,433.5,2036.5,681.5,59030.5,30457.702702702703,931.5,10000.0,209.5,1917.5,10430.87172774869
2580000,60.5,13448.151785714286,4298.5,6605.0,434.5,2036.5625,679.5,59028.5,30455.757142857143,929.0,9999.981132075472,208.0,1917.5625,10428.5
2580100,59.5,13448.5,4298.5,6605.0,431.5,2036.5,677.5,59027.5,30455.5,926.5,10000.0,206.5,1918.0344827586207,10426.5
2580200,59.5,13448.5,4298.0,6605.0,430.5,2036.5,677.0,59027.19047619047,30456.5,926.5,10000.324324324325,205.5,1918.5,10426.0
2580300,60.5,13449.0,4298.184210526316,6605.0,432.5,2036.4583333333333,679.5,59031.1914893617,30456.5,928.5,10000.076923076924,207.5,1919.0,10427.793296089385
2580400,60.5,13451.5,4298.194078947368,6608.0,431.5,2036.5,680.5,59042.5,30464.691176470587,929.5,10000.0,208.5,1917.5,10429.174208144796
2580500,60.5,13451.0,4298.5,6609.0,432.5,2036.5333333333333,679.5,59048.5,30464.5,929.5,10000.0,208.5,1919.5333333333333,10428.813775510203
2580600,61.5,13451.762295081968,4298.5,6610.0,435.5,2036.5087719298247,680.5,59054.5,30464.64285714286,929.5,10000.133333333333,208.5,1918.5087719298247,10429.5
2580700,60.5,13451.847826086956,4298.5,6609.5,432.5,2036.6744186046512,679.5,59054.5,30461.7375,928.5,10000.0,207.5,1918.9056603773586,10428.5
2580800,61.5,13452.0,4298.5,6609.5,433.5,2036.5079365079366,680.5,59057.47142857143,30456.64285714286,930.5,10000.0,208.5,1919.047619047619,10429.813953488372
2580900,61.5,13452.186440677966,4298.5,6609.0,434.5,2036.5,681.5,59058.26153846154,30457.471264367818,930.5,10000.0,209.5,1918.5,10430.132275132275
2581000,61.5,13452.0,4298.5,6609.027397260274,434.5,2036.5,680.5,59061.153846153844,30455.5,929.5,10000.0,208.5,1919.0,10429.5103626943
2581100,60.5,13450.823943661971,4299.0,6609.0,432.5,2036.5,680.5,59064.5,30455.5,929.5,10000.0,208.5,1918.5,10429.115384615385
2581200,60.5,13450.868852459016,4299.207317073171,6609.0,433.5,2036.5,679.5,59067.5,30456.714285714286,928.5,10000.0,207.5,1920.0,10428.5
2581300,61.333333333333336,13449.811475409837,4299.2807017543855,6609.5,434.3333333333333,2036.5,681.3333333333334,59066.52380952381,30456.70238095238,930.6315789473684,9999.735294117647,209.33333333333334,1919.5,10430.5
2581400,61.5,13449.775,4298.788288288289,6610.0,435.5,2036.5,680.5,59067.5,30455.31818181818,930.5,10000.0,209.5,1920.5,10430.157894736842
2581500,62.36363636363637,13450.0,4298.5,6610.0,438.3636363636364,2036.5116279069769,685.3636363636364,59067.5,30456.5,934.3636363636364,10000.0,212.36363636363637,1920.0232558139535,10434.5
2581600,62.27272727272727,13450.0,4298.5,6610.0,436.27272727272725,2036.509090909091,684.2727272727273,59072.51351351351,30453.5,933.2727272727273,10000.0,211.27272727272728,1919.509090909091,10433.5
2581700,62.5,13450.142857142857,4298.747899159664,6609.5,437.5,2036.326923076923,684.5,59077.5,30451.5,934.5,10000.0,212.5,1919.326923076923,10433.810606060606
2581800,62.5,13450.5,4298.5,6610.0,437.5,2036.4375,683.5,59081.82352941176,30455.323529411766,933.5,10000.0,211.5,1919.9583333333333,10433.157384987893
2581900,61.5,13450.5,4298.786516853933,6610.0,436.5,2036.5,682.5,59081.23333333333,30453.733333333334,931.5,10000.0,210.5,1919.5,10431.5
2582000,61.5,13449.5,4298.81935483871,6610.0,435.5,2036.5384615384614,682.5,59075.82352941176,30454.58823529412,932.5,10000.016949152543,210.5,1918.5384615384614,10431.836633663366
2582100,62.30769230769231,13449.139344262296,4298.5,6610.0,437.3076923076923,2036.0,684.3076923076923,59078.5,30455.257575757576,933.3076923076923,10000.0,211.30769230769232,1918.5,10432.838095238096
2582200,63.5,13450.0,4298.206293706294,6610.0,438.5,2036.5,685.5,59075.5,30454.0,935.5,10000.0,212.5,1919.5,10434.787634408602
2582300,61.5,13449.861111111111,4298.765873015873,6610.0,436.5,2036.0,682.5,59078.5,30455.73214285714,932.5,10000.0,210.5,1918.5,10431.978947368421
2582400,62.0,13448.5,4298.834821428572,6610.0,436.5,2036.0,683.5,59076.5,30460.36842105263,932.5,10000.0,210.5,1918.5384615384614,10432.19512195122
2582500,62.5,13448.5,4299.5,6610.5,439.5,2035.862745098039,684.5,59075.5,30464.277777777777,934.5,10000.0,212.5,1918.4313725490197,10434.14010989011
2582600,62.5,13446.5,4299.169064748202,6611.0,438.5,2036.04,684.5,59078.5,30466.29411764706,934.5,10000.0,212.5,1918.5,10434.185714285713
2582700,62.5,13444.5,4299.0,6611.0,437.5,2035.9830508474577,684.5,59076.5,30463.765625,934.5,10000.0,212.5,1920.5263157894738,10434.0
2582800,63.5,13445.145161290322,4299.0,6611.0,438.5,2036.0192307692307,686.5,59078.5,30463.743243243243,935.5,9999.666666666666,213.5,1920.5,10435.160606060606
2582900,63.5,13445.0,4298.5,6611.0,440.0,2036.0,686.5,59075.5,30462.646341463416,935.5,10000.0,213.5,1919.44,10435.5
2583000,63.5,13444.857142857143,4298.800699300699,6611.0,440.5,2035.9183673469388,686.5,59071.5,30464.77027027027,935.5,10000.0,213.5,1919.3469387755101,10435.5
2583100,62.5,13445.2109375,4298.5,6610.976525821597,438.5,2036.0,685.5,59066.5,30461.321428571428,934.5,10000.0,212.5,1919.0,10434.162844036697
2583200,63.5,13444.823529411764,4298.5,6611.0,440.5,2036.5365853658536,686.5,59069.5,30459.672413793105,935.5,10000.0,213.5,1918.5365853658536,10435.5
2583300,63.64705882352941,13444.863636363636,4298.5,6611.0,440.6470588235294,2036.0,687.6470588235294,59067.5,30459.30769230769,936.6470588235294,10000.0,213.64705882352942,1918.5,10436.185643564357
2583400,61.5,13444.1875,4298.5,6611.491197183099,436.5,2036.5,682.5,59066.813725490196,30462.313725490196,932.5,9999.984126984127,210.5,1919.5,10432.151234567902
2583500,61.705882352941174,13444.0,4298.5,6612.509677419355,436.70588235294116,2036.0333333333333,681.7058823529412,59073.5,30466.619047619046,931.7058823529412,10000.0,209.7058823529412,1919.0333333333333,10431.13567839196
2583600,62.5,13445.0,4298.166666666667,6613.0,438.5,2036.542372881356,684.5,59075.5,30466.0,934.5,10000.0,211.5,1918.542372881356,10433.86033519553
2583700,62.5,13445.5,4298.1769911504425,6611.5,436.5,2036.5,683.5,59069.5,30463.5,933.0,10000.0,211.5,1918.5,10432.5
2583800,60.5,13445.0,4297.801829268293,6611.0,431.5,2036.0,678.5,59065.5,30459.772727272728,928.5,10000.0,207.5,1919.5,10428.147887323943
2583900,60.5,13446.151515151516,4297.5,6611.0,432.0,2036.0487804878048,679.0,59068.5,30454.7375,928.5,10000.222222222223,207.5,1919.5365853658536,10428.174757281553
2584000,60.5,13446.0,4296.5,6610.490494296578,432.5,2036.0416666666667,678.5,59067.64705882353,30450.274725274725,928.5,9999.655172413793,207.5,1919.5,10427.8515625
2584100,62.5,13446.5,4296.5,6609.507692307692,439.0,2036.0,685.5,59064.5,30448.725,935.0,10000.0,212.5,1919.5,10434.5
2584200,62.5,13446.181818181818,4296.0,6609.5,437.5,2036.0,683.5,59067.5,30446.708333333332,932.5,10000.0,210.5,1921.5,10432.5
2584300,62.5,13446.5,4296.277533039648,6610.0,437.5,2036.0,683.5,59070.47692307692,30449.717647058824,933.5,9999.712328767124,211.5,1921.5,10433.143333333333
2584400,62.5,13446.163265306122,4296.0,6610.0,437.5,2036.0,684.5,59067.5,30448.5,934.0416666666666,9999.483870967742,211.5,1921.5,10433.5
2584500,62.5,13446.5,4296.156,6610.5,438.5,2036.0,684.5,59065.5,30453.736842105263,934.5,9999.90322580645,212.5,1921.5,10434.183168316831
2584600,62.5,13446.5,4295.771653543307,6610.5,438.5,2036.4285714285713,685.5,59066.1875,30454.291666666668,934.5,10000.12676056338,212.5,1921.4285714285713,10434.5
